s,Transaction Date,Transaction Time,Transaction Type,Merchant Category,Geographic Location,Cardholder History,Transaction Amount,Currency,Transaction Status,Cardholder Account Information,Transaction Method
4f925218-150e-44b0-84df-b3aff8b59546,30-07-2023,16:24:28,ATM Withdrawal,Restaurant,Evansside,11,748.28,EUR,Approved,Standard,Online
cec84eda-6272-4e08-ac1f-af445a3d900f,05-03-2023,17:25:23,Purchase,Restaurant,Gonzalezchester,15,626.17,GBP,Approved,Platinum,Physical Card
0e6083af-c265-425e-bf69-0a80eed126a2,10-11-2022,07:30:36,ATM Withdrawal,Online Services,Royburgh,20,974.01,GBP,Pending,Platinum,Mobile Payment
f3916a33-cb2b-48ec-b0a7-4bfae82331c8,12-08-2023,16:00:29,Purchase,Restaurant,Debrabury,12,315.14,EUR,Approved,Standard,Online
12ea79ba-74b0-45f9-8da5-589aa0fec0ba,30-09-2022,06:26:18,ATM Withdrawal,Online Services,East Marciastad,14,689.47,GBP,Approved,Standard,Physical Card
0d6e7faf-071d-4dae-8331-8ba6dfeca0e0,30-09-2022,04:25:36,ATM Withdrawal,Restaurant,Phillipsburgh,15,52.62,GBP,Declined,Standard,Online
82184732-5a51-4c52-96e5-0d017087e467,09-12-2022,15:15:04,ATM Withdrawal,Online Services,Waltontown,3,162.4,EUR,Pending,Standard,Online
12057f7e-0e65-4a54-93d0-70c85eeb6354,18-08-2023,06:02:59,Purchase,Retail,West Jeffhaven,5,941.77,GBP,Pending,Standard,Physical Card
0a2ca53e-e06f-4006-88e6-8fd345676951,28-01-2023,17:12:26,Purchase,Restaurant,Port Stephanie,16,279.97,GBP,Approved,Platinum,Online
68728ed2-23d0-44c0-9254-95f192e49de4,27-01-2023,15:31:30,ATM Withdrawal,Retail,New Miranda,2,422.73,USD,Approved,Platinum,Mobile Payment
43e97e64-562d-419b-8803-a807ecdaa646,14-02-2023,22:34:29,Purchase,Online Services,Brendafort,15,488.99,GBP,Pending,Standard,Mobile Payment
f9d250e0-4f04-489d-8a20-23355288a718,03-08-2023,14:05:36,Purchase,Online Services,Crystalland,2,467.69,GBP,Declined,Platinum,Physical Card
841471ee-5cce-40a5-9f8b-042997f632fa,19-08-2023,19:01:36,Online Payment,Retail,Ryantown,1,507.03,EUR,Pending,Gold,Physical Card
2480872c-8bea-4805-a550-d814f0e12ab7,16-01-2023,12:34:23,ATM Withdrawal,Restaurant,Williamfort,11,175.79,GBP,Approved,Platinum,Physical Card
cc045d15-8fc8-4872-bb75-38bfab17143a,11-06-2023,06:05:53,Online Payment,Online Services,North Crystal,19,181.97,GBP,Declined,Gold,Physical Card
d1552127-d98b-4c40-b635-9a3acee45f9a,27-06-2023,16:17:41,Online Payment,Online Services,Stevenfurt,1,357.51,USD,Approved,Platinum,Online
7d2daf36-1623-4f3a-9866-6d0a16832dc4,13-10-2022,16:39:09,Purchase,Online Services,New Jamesfurt,7,566.86,EUR,Pending,Platinum,Mobile Payment
629519b1-6420-40fa-98c3-0f7651bfaeb4,07-10-2022,12:03:15,Online Payment,Online Services,Johnsonshire,7,187.81,GBP,Approved,Gold,Online
6e1e0b48-fc58-47af-9aa2-cec7928ca1b9,24-03-2023,18:25:41,ATM Withdrawal,Restaurant,New David,13,359.23,USD,Declined,Gold,Physical Card
bc38f277-5eef-49ba-8b16-a881fefdc5c7,29-07-2023,07:57:13,ATM Withdrawal,Retail,Mitchellton,13,673.76,USD,Declined,Platinum,Mobile Payment
b1771ffb-86ad-4627-9bd7-f66e402743c6,29-11-2022,15:55:42,Purchase,Online Services,Russellside,2,272.65,EUR,Declined,Standard,Mobile Payment
b6f07358-9c2a-4844-bae3-0e8217ae0337,25-06-2023,20:02:47,ATM Withdrawal,Restaurant,North Justinchester,9,615.26,USD,Declined,Gold,Online
c713d463-8e5d-4f82-9b83-d77ca1d94457,24-11-2022,22:02:56,Purchase,Restaurant,Port Lisa,15,777.74,USD,Pending,Standard,Mobile Payment
c55b4523-a338-467a-b72a-1d9974d8c4ae,01-07-2023,20:24:13,Purchase,Restaurant,East Amber,5,621.98,EUR,Declined,Platinum,Online
70b8c002-966c-462f-9ced-afbc0fc13fbb,15-02-2023,12:43:00,Online Payment,Retail,Jenniferstad,12,633.33,GBP,Pending,Standard,Mobile Payment
93d8d4b0-3dd8-42b3-9bd9-a7aa0da603bc,05-02-2023,01:24:17,Purchase,Restaurant,Hernandezbury,14,35.96,USD,Pending,Gold,Mobile Payment
7483553d-ed55-466f-8710-319c694d3750,15-05-2023,07:57:08,Purchase,Retail,East Lindsaymouth,17,594.52,GBP,Declined,Standard,Mobile Payment
cf57d7e1-cfa7-4ba8-8c69-c886e97c282e,24-10-2022,18:24:03,Purchase,Online Services,West Barbaraland,12,511.11,USD,Approved,Standard,Physical Card
73b0f088-f998-4d53-bf28-6ebf9c3f9c16,21-03-2023,01:39:38,ATM Withdrawal,Online Services,South Robertview,16,172.94,EUR,Declined,Gold,Online
7cfebdfc-3a3d-4bea-b1ea-32bcc7adceb7,16-04-2023,19:42:38,Online Payment,Restaurant,Ruthshire,3,549.98,EUR,Declined,Standard,Physical Card
80856771-eba0-4d3d-8e37-51690c362eac,23-06-2023,15:54:47,Online Payment,Restaurant,Tammyshire,10,162.1,EUR,Declined,Standard,Physical Card
f8598406-4f1e-4bc9-bd6b-1ef75a5c1da1,26-10-2022,06:21:50,Purchase,Restaurant,Port Angelafort,13,101.53,GBP,Pending,Gold,Online
250793b8-008f-4503-b8c8-6788c07be21b,25-01-2023,02:50:49,Purchase,Online Services,Lake Richardport,20,526.45,USD,Approved,Gold,Physical Card
74c8371f-6a78-44c4-9345-3da44d081038,09-05-2023,18:32:20,Purchase,Retail,Graymouth,12,399.56,EUR,Approved,Platinum,Physical Card
b09f8424-4b43-4c02-8a44-df7ff1313466,01-03-2023,16:32:48,Online Payment,Retail,Gloriaborough,17,921.81,USD,Pending,Standard,Mobile Payment
2b7b6474-c29c-4395-bdf4-cc811bb4505a,26-07-2023,21:31:11,Purchase,Online Services,Debraburgh,20,448.7,EUR,Approved,Gold,Online
a1e6a5d4-ad1d-49be-88ab-ace3d577c52a,11-10-2022,20:56:37,ATM Withdrawal,Retail,Seanmouth,13,791.37,EUR,Approved,Platinum,Online
ccabdecc-f7fe-4285-81d3-7f04b8f8fce2,03-10-2022,15:27:45,Online Payment,Restaurant,Lake Charlesfurt,19,165.47,USD,Pending,Platinum,Online
c4b2d1cb-0ae2-460d-a8da-fb21c89f5f29,23-04-2023,07:26:06,Purchase,Online Services,New Mary,14,364.68,USD,Approved,Gold,Mobile Payment
2334c067-cfec-4d03-9b94-d1aa89dc5f3e,14-04-2023,00:11:29,ATM Withdrawal,Online Services,Lake Johnmouth,11,976.21,USD,Pending,Standard,Online
69105361-e167-4807-9267-10464d0ad67f,11-03-2023,20:45:24,ATM Withdrawal,Online Services,Williamsfurt,11,736.08,GBP,Declined,Standard,Online
ee738362-1ffc-4ebe-839e-a5a0ec6349aa,22-07-2023,07:46:22,ATM Withdrawal,Restaurant,East Angela,4,900.5,GBP,Declined,Platinum,Physical Card
2846315a-69fa-45e0-a102-3bd0740150e7,23-06-2023,10:49:02,ATM Withdrawal,Retail,Lake Sarah,19,213.07,USD,Pending,Standard,Online
c8d05548-06ee-4c9b-af93-6c4d3a9769d3,20-03-2023,07:59:01,Purchase,Restaurant,Bentonfurt,14,767.4,GBP,Pending,Gold,Online
46b0a4bc-c040-4422-9dcf-73a32edae43e,16-01-2023,10:47:16,Online Payment,Restaurant,Christietown,19,374.15,USD,Pending,Gold,Physical Card
6da63816-3144-4693-a083-e00649709225,09-08-2023,19:19:47,Purchase,Retail,New Brooke,18,633.58,EUR,Pending,Platinum,Online
fc3fe92c-a2fc-4da4-8a4b-aa3c398e67c3,27-08-2023,19:48:47,ATM Withdrawal,Online Services,Atkinsshire,2,166.95,USD,Declined,Platinum,Online
1840a1c2-aecf-4d41-92e7-9da4ac882036,04-10-2022,04:25:01,Purchase,Retail,New April,18,496.72,EUR,Pending,Standard,Mobile Payment
49c249dd-df7d-4ecb-a806-e0fce3ed417d,11-11-2022,05:29:10,Online Payment,Restaurant,Harriston,18,477.12,EUR,Declined,Standard,Mobile Payment
03503d94-e26b-4927-bc76-64ea08805754,25-03-2023,07:06:59,ATM Withdrawal,Restaurant,South Jessicaside,4,259.11,GBP,Declined,Gold,Mobile Payment
04caf9cb-8194-4821-977a-37f91702b94a,07-06-2023,07:55:38,ATM Withdrawal,Online Services,Knightstad,1,228.92,GBP,Approved,Standard,Mobile Payment
bb8973fb-c6d3-4630-87d0-e050adf08f68,26-09-2023,01:37:36,Online Payment,Restaurant,Kirkmouth,12,455.18,EUR,Declined,Standard,Mobile Payment
0451b751-0540-4027-971f-cb3dc547ef96,27-02-2023,15:41:17,Purchase,Restaurant,Latashastad,18,946.07,EUR,Approved,Standard,Mobile Payment
70785ab1-f299-4d66-af67-95d0fffb65d6,16-05-2023,09:05:08,Online Payment,Online Services,Darleneborough,12,489.72,GBP,Pending,Platinum,Physical Card
75a9abe5-6891-4f0d-b390-b3ac112064b9,23-10-2022,18:08:11,Online Payment,Restaurant,Elizabethbury,15,162.19,GBP,Pending,Gold,Online
92a369bb-771f-4c64-b002-144bf5498acf,04-12-2022,15:46:57,Purchase,Retail,Brownberg,4,60.51,GBP,Declined,Gold,Physical Card
715bcc0e-67ce-4de7-8f15-a1f22448dce1,04-10-2022,15:49:58,ATM Withdrawal,Restaurant,East Glennburgh,11,751.1,GBP,Approved,Standard,Mobile Payment
c1fd24d2-973b-48b9-8edd-0b3d10582b4f,09-02-2023,12:40:41,ATM Withdrawal,Online Services,Heatherview,18,142.7,GBP,Pending,Gold,Physical Card
023076ba-4594-485a-81ac-f0955d25b1a1,27-09-2023,18:38:40,ATM Withdrawal,Retail,Carolshire,9,59.4,GBP,Declined,Standard,Physical Card
281bb24d-918b-41ac-bfd9-7e4fd6656a63,01-04-2023,08:15:22,Purchase,Retail,West Megan,16,904.32,USD,Declined,Standard,Online
bc413c8e-0bbe-4a8d-85b4-d8d4120bffb4,21-02-2023,20:40:00,Purchase,Retail,Blakeville,20,887.06,EUR,Pending,Gold,Physical Card
66a9c39a-eaee-435a-859a-ebee2bae6f18,26-08-2023,05:45:19,ATM Withdrawal,Restaurant,Castilloside,7,918.62,USD,Pending,Standard,Online
7a2cabbe-ae2b-48d8-86c5-af0bdbd9366e,19-06-2023,21:57:18,Online Payment,Restaurant,Lake Tammy,13,647.11,EUR,Approved,Platinum,Mobile Payment
d423b26e-0630-48cc-9591-1261ecd82d11,29-09-2022,09:40:26,Purchase,Retail,Angelshire,4,473.02,USD,Pending,Gold,Online
fb489e08-5616-493e-9645-9337dcfd3dc0,09-08-2023,16:14:10,Online Payment,Online Services,West Paul,1,769.6,GBP,Declined,Platinum,Mobile Payment
e57b8238-5ec0-40ab-ae35-fec176cf97f5,27-10-2022,15:36:10,ATM Withdrawal,Online Services,West Ronald,10,169.48,USD,Approved,Gold,Physical Card
0744c189-8d4b-4567-b2d2-f8e91257d482,19-07-2023,06:55:03,Online Payment,Restaurant,North Charles,8,437.68,GBP,Approved,Gold,Physical Card
a5b006f7-e021-44a9-b3fd-c917cc801ffc,27-06-2023,03:36:28,Purchase,Retail,Port Justin,10,834.93,USD,Declined,Standard,Mobile Payment
45df4f91-b31f-4aba-9e65-b0014b17a015,08-12-2022,05:48:59,ATM Withdrawal,Restaurant,Adkinsland,11,153.31,GBP,Approved,Platinum,Online
622d8f8a-bea6-480f-9eb5-36295205ea14,11-11-2022,20:44:48,Purchase,Online Services,Monicaton,18,39.38,USD,Approved,Gold,Mobile Payment
688f9a11-4eef-4e56-9f1a-b913cdaf9a91,09-09-2023,07:48:55,ATM Withdrawal,Restaurant,East Travischester,17,26.47,GBP,Approved,Platinum,Online
520a1083-5706-4019-827b-97cd29aa2b26,01-08-2023,17:54:48,Purchase,Retail,Collinsbury,12,345.61,EUR,Approved,Platinum,Mobile Payment
76b46185-d361-43dd-a1d1-f10dddea79ed,21-02-2023,09:35:48,Online Payment,Online Services,Fordmouth,5,931.71,GBP,Approved,Gold,Physical Card
d7378846-a046-4b07-a05e-a649d178d31c,31-05-2023,17:49:57,ATM Withdrawal,Retail,Nicholasmouth,15,418.59,GBP,Pending,Gold,Mobile Payment
cf361d0b-746e-43fe-bd7f-64ff9d380138,17-05-2023,01:25:59,Purchase,Online Services,East Tonyatown,1,278.3,EUR,Pending,Gold,Mobile Payment
411eb65f-1eaf-4cb4-a7b9-396cb9633f9e,17-02-2023,10:44:42,Purchase,Retail,New Benjamin,11,428.94,USD,Declined,Standard,Physical Card
f9f172e5-ce53-4941-bedf-39e3d86e8511,28-12-2022,17:02:27,ATM Withdrawal,Online Services,New Stephaniehaven,4,305.54,EUR,Approved,Platinum,Online
0f2b5d7d-880f-4c9e-897a-86e06f4c5dac,25-04-2023,06:05:20,Online Payment,Online Services,Padillaview,17,77.5,EUR,Approved,Standard,Mobile Payment
253d8a38-ee2f-463b-b113-9a1409ced6b4,24-01-2023,16:00:50,Online Payment,Retail,Ruthchester,12,464.05,USD,Declined,Platinum,Online
c311ec16-a977-40ba-acd0-f479b833af29,01-10-2022,09:18:31,Purchase,Online Services,Fowlerfurt,1,132.26,EUR,Pending,Platinum,Online
b9581a67-ad14-45e4-8e21-1f10440a6bd8,20-11-2022,23:33:10,ATM Withdrawal,Retail,Kaylaview,10,367.75,GBP,Approved,Platinum,Mobile Payment
0bb8fc2c-9941-4cc6-be56-057dd06ac380,07-06-2023,10:42:37,Online Payment,Restaurant,Port Jeffreymouth,12,530.93,EUR,Declined,Platinum,Mobile Payment
354cb47f-7201-4869-a583-cee12fcba6b3,23-04-2023,09:49:22,Online Payment,Retail,Emilyborough,1,904.07,GBP,Declined,Standard,Online
87ef268b-895e-4e8d-99d5-c4ab7515f5f9,18-09-2023,04:07:27,Purchase,Retail,West Chelseatown,6,272.1,USD,Pending,Gold,Mobile Payment
4ef63a77-ca76-427b-b7f1-b8a85e1b14f1,17-03-2023,16:48:58,ATM Withdrawal,Restaurant,Deniseland,11,879.75,EUR,Approved,Standard,Online
1c35c432-9171-4ee0-9273-1ba5b4f3d946,23-09-2023,01:18:10,Online Payment,Online Services,Houseborough,20,655.66,GBP,Approved,Platinum,Mobile Payment
7ea5468c-f58c-4a84-b37e-f3af0ecdf3e1,19-08-2023,13:14:30,ATM Withdrawal,Online Services,North Carolineside,14,986.84,GBP,Approved,Standard,Online
4af5db41-10ca-4692-ae58-e0d5d386ca60,19-08-2023,02:31:38,Purchase,Online Services,Amyview,2,880.35,USD,Declined,Gold,Mobile Payment
61b70562-3954-443e-a8fc-b2ee3c35486a,12-09-2023,11:13:56,ATM Withdrawal,Retail,Delgadoview,7,81.69,GBP,Declined,Standard,Physical Card
56553423-684b-45ef-acef-783218ce712e,06-09-2023,18:18:24,ATM Withdrawal,Restaurant,South Michael,13,542.54,EUR,Declined,Gold,Mobile Payment
3852e3a0-48a3-4df5-b031-5a51cee04d72,19-09-2023,16:37:32,ATM Withdrawal,Retail,Brittanystad,4,186.45,USD,Declined,Platinum,Mobile Payment
6720a11f-2429-4f3a-8950-992d199664e3,09-09-2023,12:33:01,ATM Withdrawal,Online Services,Johnfort,14,15.12,GBP,Declined,Gold,Mobile Payment
9d4244cf-9a5a-4bf9-8ddd-a9d9d832ff33,21-01-2023,05:35:42,Online Payment,Online Services,Michaelport,6,882.06,USD,Declined,Platinum,Physical Card
ba24cc73-9c14-4da4-a4c7-68f66396069a,15-05-2023,04:59:29,Purchase,Online Services,Jamestown,14,147.41,GBP,Declined,Standard,Online
45adca8b-4e98-4723-9b29-229a3c612cb4,13-03-2023,21:10:28,Online Payment,Online Services,Johnmouth,4,54.94,USD,Pending,Standard,Mobile Payment
c80a1fbe-e67d-4d9e-8ec3-08340ff5fc30,23-08-2023,23:41:51,ATM Withdrawal,Retail,Anthonyside,10,898.54,EUR,Approved,Platinum,Online
e4291b30-9093-44f7-9ee6-2180487cad88,13-01-2023,10:20:01,Online Payment,Retail,Ramirezville,1,66.7,GBP,Pending,Gold,Mobile Payment
0e8895fb-46f0-491d-a46d-bea305deafd3,20-03-2023,18:23:55,Online Payment,Online Services,East Michael,20,834.4,USD,Pending,Platinum,Physical Card
dd26d273-c74b-4244-99a4-b035ed2beb41,20-06-2023,04:32:24,Purchase,Online Services,East Brian,9,865.02,EUR,Approved,Standard,Online
1d486f3d-3da9-46a0-b400-16d6291a336b,09-08-2023,22:39:25,Purchase,Retail,Port Alecshire,14,290.89,EUR,Pending,Standard,Online
f13ed3f6-526f-48f2-9601-c49dd7ecb820,07-02-2023,23:42:55,ATM Withdrawal,Online Services,Joshuastad,13,720.55,USD,Pending,Platinum,Mobile Payment
ced6377d-540d-4c0e-a16d-ab67afb3b51d,06-09-2023,03:58:45,ATM Withdrawal,Retail,Lake Barbaraberg,19,232.23,GBP,Declined,Standard,Physical Card
104c1183-4a17-4340-97a7-0ae12798aac3,24-12-2022,03:00:28,ATM Withdrawal,Restaurant,South Darryl,15,883,GBP,Approved,Platinum,Mobile Payment
9c8027ea-7ff0-451e-875a-3d42d21e2669,29-09-2023,03:19:58,Online Payment,Restaurant,East Kaylaton,8,505.97,USD,Pending,Gold,Physical Card
616f6818-2b0e-456c-a4cf-937de956c628,08-02-2023,09:11:17,Online Payment,Restaurant,West Justinport,4,386.3,USD,Pending,Standard,Physical Card
cd110e6a-b90e-4092-8d8b-29a18fad5e7f,10-10-2022,06:41:35,Purchase,Retail,West Alison,1,441.24,GBP,Declined,Platinum,Physical Card
458a9008-8398-4ef4-ac7b-9a6fbac46da7,12-03-2023,12:42:56,Online Payment,Retail,Port Marco,4,681.89,GBP,Pending,Standard,Mobile Payment
a6518c7d-ced9-42ed-9ea3-f06a0b51d7f6,07-08-2023,08:11:10,Purchase,Retail,Port Jorge,17,109.21,GBP,Declined,Gold,Mobile Payment
3c37a942-ec2e-47bf-b9af-3609e37b9ff1,13-12-2022,12:57:12,ATM Withdrawal,Retail,Krystalmouth,6,361.18,EUR,Approved,Platinum,Mobile Payment
78aa9cb6-1185-4dad-8721-a0d1841ac705,23-05-2023,00:04:12,Online Payment,Restaurant,Katiefurt,11,329.88,EUR,Pending,Standard,Physical Card
35d6fe71-520c-43c2-af9d-083663738e0f,16-04-2023,10:08:43,Purchase,Online Services,East Cynthiaberg,10,735.25,EUR,Pending,Platinum,Mobile Payment
6835157e-906f-460c-add0-8cebc678a1af,19-11-2022,20:20:14,Online Payment,Restaurant,New Mike,2,783.08,GBP,Pending,Platinum,Physical Card
490b9d67-c940-4a84-abac-caf1c1567861,19-08-2023,19:35:29,Purchase,Retail,East Zacharystad,18,670.7,GBP,Approved,Gold,Physical Card
db401e9a-b69c-4eba-ba94-90175f84fc01,25-09-2023,06:22:07,Online Payment,Retail,North Teresaborough,15,604.78,EUR,Pending,Standard,Physical Card
1297776a-7393-4fb5-b1c6-9cd37684a222,17-08-2023,05:36:48,ATM Withdrawal,Online Services,Washingtonland,3,36.25,USD,Approved,Platinum,Mobile Payment
81a0f460-b98a-4304-8a13-b31b3ab740de,17-05-2023,07:16:24,Online Payment,Retail,Coreyville,20,341.08,GBP,Approved,Standard,Online
bc7eb4f3-080d-4676-8014-3f844f913e6d,20-10-2022,12:07:25,ATM Withdrawal,Online Services,West Kayla,18,453.68,EUR,Declined,Gold,Mobile Payment
0ad2febe-d438-4bfd-aa55-7817196171de,19-02-2023,00:03:47,ATM Withdrawal,Retail,Bakertown,15,129.14,USD,Declined,Standard,Online
aee6a71c-ae45-4eff-88c0-63ba6fb22de9,11-05-2023,11:43:31,ATM Withdrawal,Online Services,North Jenniferville,2,424.29,EUR,Declined,Gold,Mobile Payment
af80ab6b-289c-4cbd-b5db-feff23bb842c,08-07-2023,19:04:46,ATM Withdrawal,Retail,Lake Amanda,5,223.37,EUR,Approved,Gold,Online
84dee784-fa31-4223-af6e-111f0520b78b,19-07-2023,19:00:29,Purchase,Online Services,Gibsonland,5,302.83,GBP,Declined,Standard,Physical Card
66811863-9259-4097-a250-1c619e9732d9,17-12-2022,16:05:33,Online Payment,Restaurant,Courtneyberg,10,313.7,USD,Declined,Standard,Online
c71b2e87-538e-495d-9fdc-6e34e4250d33,21-02-2023,18:24:03,ATM Withdrawal,Online Services,West Charlenemouth,7,47.86,USD,Pending,Standard,Physical Card
e99bc689-81d3-4c6d-9c71-5e0aa001c66a,01-02-2023,07:51:07,Purchase,Online Services,New Stephanie,6,245.84,EUR,Declined,Gold,Physical Card
3af1e8eb-ce5b-490d-bfc3-637bafe5ab38,26-05-2023,10:43:18,Online Payment,Online Services,Lake Robert,5,997.31,EUR,Declined,Gold,Physical Card
3ad020d0-0064-4e1f-9198-73917e75c56d,23-11-2022,06:03:17,Online Payment,Restaurant,Port Davidview,11,600.46,GBP,Approved,Standard,Physical Card
028e91dd-44c8-4e15-87e4-b0a6a95a7e8e,25-06-2023,12:12:14,Purchase,Restaurant,Edwardsfort,11,921.57,GBP,Approved,Gold,Online
c0a144b2-4022-41e7-ad9c-6634f84202a2,21-04-2023,00:34:42,Online Payment,Retail,Kelleyville,4,44.91,USD,Declined,Gold,Physical Card
330ef324-99cf-46d4-b123-871b23e55deb,15-03-2023,17:44:30,Online Payment,Online Services,Lake Lauren,20,592.02,GBP,Declined,Standard,Online
b8737640-cdd0-4981-977d-575fe57f1291,01-01-2023,03:13:00,ATM Withdrawal,Restaurant,North Bryanland,19,694.58,EUR,Pending,Gold,Mobile Payment
9b6b94f2-b70b-443e-8649-f28ba5f649f8,23-01-2023,22:10:04,ATM Withdrawal,Retail,Lake Victor,3,325.39,GBP,Declined,Gold,Physical Card
06244c24-e9fe-40b6-b500-2895bdd31c1c,09-07-2023,15:00:33,ATM Withdrawal,Restaurant,West Amber,15,98.46,GBP,Pending,Gold,Mobile Payment
e0e76bc1-c4d0-47c5-b0eb-c00495041ec2,16-12-2022,03:25:35,Purchase,Restaurant,Robinton,1,486.17,GBP,Declined,Standard,Online
9c9832ba-fb6b-4e97-a083-39198530aadd,20-05-2023,09:02:57,Online Payment,Restaurant,Longfurt,13,211.09,EUR,Approved,Standard,Physical Card
0b0f011c-9025-4cda-9018-539ce2d5282d,16-04-2023,23:58:01,Purchase,Retail,Barbarabury,14,847.5,USD,Pending,Standard,Mobile Payment
47958379-d1a4-4d2e-9cc0-69916382b671,13-06-2023,03:51:48,Purchase,Retail,Davistown,14,44.52,GBP,Pending,Standard,Online
a7ae67b0-3998-4806-8941-2849d7273789,20-03-2023,19:52:10,Online Payment,Online Services,New Denisemouth,9,65.54,EUR,Pending,Platinum,Online
1dd63950-4eb9-4ec1-a041-2f7616a8657f,12-03-2023,15:35:44,Purchase,Retail,Meghanmouth,7,345.87,EUR,Pending,Standard,Mobile Payment
aa8ce562-461d-473a-930a-20b56c5db3ea,19-01-2023,21:48:05,Purchase,Online Services,South Andrea,7,268.5,USD,Pending,Platinum,Physical Card
d0354721-b34f-4bf2-a1fb-80c3ddc45642,25-08-2023,12:01:46,Online Payment,Online Services,Brooksberg,6,538.33,EUR,Pending,Gold,Physical Card
832cfb02-aded-4cb9-a22f-f0d7b4392472,03-08-2023,12:42:24,Purchase,Retail,Stevenfurt,3,169.02,EUR,Pending,Gold,Physical Card
c3af150a-78fc-457e-a9ef-87ebfb07e7d7,02-03-2023,18:34:57,ATM Withdrawal,Retail,Christinabury,2,620.35,GBP,Pending,Standard,Online
90bab2b4-6d13-4911-8066-c8de48897539,13-06-2023,04:05:25,ATM Withdrawal,Online Services,West Miguelport,14,275.95,EUR,Pending,Platinum,Online
b9780fdd-1496-4137-b500-4e7e8597540b,26-03-2023,04:25:23,ATM Withdrawal,Online Services,South Jennifer,2,305.22,USD,Declined,Standard,Online
d6ccd35c-a113-4a7b-8b43-b8c5d84916f3,01-10-2022,12:36:12,Purchase,Retail,Roweview,11,634.18,USD,Approved,Standard,Online
dffd4fb1-bf0b-4aa6-8622-2911afaae41e,06-01-2023,14:24:37,ATM Withdrawal,Online Services,Weissmouth,12,494.8,EUR,Declined,Platinum,Mobile Payment
c0389a30-6680-4d4d-b03e-972bc8acd1c6,30-09-2022,10:51:38,Online Payment,Retail,North Katiestad,5,192.72,GBP,Approved,Platinum,Online
0fa71d28-af8e-4e83-94c3-cf12cd0373a0,22-02-2023,10:14:42,Purchase,Restaurant,Mariafurt,16,482.9,USD,Declined,Standard,Physical Card
c107ab0c-2e78-40a5-b0a6-a71e95bd23b5,07-12-2022,01:38:26,Purchase,Online Services,Thompsonstad,10,474.72,GBP,Pending,Platinum,Mobile Payment
c081d4bb-65f5-475b-9c3d-be272d84c3d9,31-08-2023,15:48:23,ATM Withdrawal,Retail,Sharonmouth,3,317.61,USD,Pending,Gold,Mobile Payment
3991b3cb-7aa6-4bf2-982a-aa4d15e3a3b3,21-04-2023,22:04:06,Purchase,Restaurant,South Michael,11,52.37,EUR,Approved,Standard,Online
855731d7-4b41-4776-b261-29024b33e2cb,25-08-2023,15:13:55,Purchase,Retail,Mathewport,8,570.49,GBP,Approved,Gold,Mobile Payment
0991146a-99d5-4ee8-9ba9-dbe2caf21000,08-04-2023,23:39:10,Online Payment,Online Services,East Annaport,20,634.13,EUR,Pending,Standard,Mobile Payment
ea08f11b-3369-4a96-87a2-7a36cc534260,29-01-2023,07:51:38,ATM Withdrawal,Retail,Smithfurt,16,755.53,GBP,Pending,Platinum,Physical Card
1d4cd22b-e338-40a3-807f-a43b32011f24,19-12-2022,18:50:12,Purchase,Online Services,Houseburgh,20,616.86,USD,Approved,Gold,Physical Card
7ce97b63-ec7b-4502-b3df-3bdc7c52609a,29-09-2022,17:29:55,Purchase,Restaurant,Lake Geraldhaven,10,598.43,EUR,Pending,Standard,Mobile Payment
49b9167d-c0c5-4fb7-825a-854a5944ed7c,05-10-2022,02:17:28,Purchase,Retail,East Suzanne,7,58.75,EUR,Pending,Standard,Mobile Payment
7b11477a-5e15-4b91-b92f-5fcfaa2ab367,19-05-2023,16:41:21,ATM Withdrawal,Online Services,Port Annachester,1,242.29,EUR,Approved,Standard,Physical Card
fc9b2d4d-e1db-4af4-b643-2ada8e0e13e1,01-09-2023,10:03:48,Purchase,Retail,Robertburgh,16,731.3,EUR,Approved,Standard,Physical Card
ed66c3e9-6d72-4bf3-b8df-c63da5f5d3da,22-05-2023,08:01:02,Purchase,Restaurant,West Dianachester,7,291.25,USD,Approved,Gold,Online
b5ccc667-4740-4cf2-8059-8d729d471e5f,27-10-2022,11:55:09,ATM Withdrawal,Retail,Hunterhaven,6,154.5,GBP,Declined,Gold,Mobile Payment
435e308d-115c-4e36-b828-e9346d74bcaf,07-04-2023,19:12:59,Purchase,Restaurant,East Robertshire,19,270.12,GBP,Approved,Standard,Mobile Payment
979e3408-59a9-44f9-b433-2b251408d1ce,23-01-2023,08:50:21,Purchase,Restaurant,Davidfort,18,114.68,USD,Pending,Platinum,Online
79835603-b98b-463f-8972-b778defbcd75,05-09-2023,07:08:22,Purchase,Online Services,New Stuartshire,8,919.37,EUR,Approved,Standard,Mobile Payment
6c93bb12-8063-4503-8261-ea7983cf9bf3,13-04-2023,12:57:24,Online Payment,Retail,New William,14,650.94,EUR,Approved,Gold,Mobile Payment
954737a3-84c4-4857-b3b5-af180f8f0a4a,10-10-2022,19:05:28,Online Payment,Restaurant,Marisaburgh,6,994.65,USD,Declined,Gold,Online
3cd1e1dd-96bf-4362-9f80-f6e0cc67caf0,02-10-2022,01:46:36,Purchase,Online Services,Waltersport,17,597.54,GBP,Pending,Gold,Physical Card
446d4c6b-207c-4cb3-92c4-6cabe4a80067,18-09-2023,22:23:07,Purchase,Restaurant,Marcustown,5,320.94,USD,Declined,Gold,Online
